Annual Income,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score
1168386.0,0.0,12.0,25.0,1216336.0,0.0,61.0,0.0,467676.0,818311.0,37530.0,731.0
1854590.0,0.0,17.0,24.1,828740.0,0.0,74.0,0.0,257686.0,662758.0,41574.0,703.0
1318417.154216498,0.0,7.3344493135531845,20.06708117360547,779236.7229801374,0.0,32.0,0.0,425445.81247156183,620712.522647617,26802.89408950304,728.6641158547355
1496288.0,0.0,8.0,19.3,563618.0,0.0,7.0,0.0,433136.0,254581.0,14714.0,719.0
489818.7500907119,0.0,5.888440271633574,17.74106468257716,211024.46731722052,0.0,33.45027646876353,0.0,181137.98868145095,137587.35098874816,4855.800975975799,642.4664266899549
1772510.0,0.0,10.0,17.6,174966.0,1.0,32.0,1.0,64812.0,76304.0,11285.0,686.0
840788.0884067141,0.0,11.206552312835253,12.3905205046186,182616.41960824063,0.0,38.71445189231975,0.0,172656.74634582913,132131.08664342685,11011.612019732414,734.984200841031
1887650.0,0.0,18.0,33.5,1327348.0,0.0,32.0,0.0,611996.0,749721.0,23910.0,726.0
1168386.0,0.0,10.0,24.6,511302.0,0.0,6.0,0.0,572880.0,205333.0,17613.0,731.0
1303395.0627641284,0.0,12.694079462238767,13.696877445634138,342934.35767088935,0.0,32.0,0.0,251306.78201829572,226880.77985598854,18475.767989405103,732.264801344403
1168386.0,0.0,6.0,17.4,259160.0,0.0,18.0,0.0,210584.0,456.0,3728.0,731.0
3785446.0,0.0,11.0,45.2,537680.0,0.0,79.0,0.0,559086.0,107730.0,6845.0,709.0
871169.0,0.0,7.0,16.2,179168.0,0.0,32.0,0.0,218548.0,63289.0,22505.0,708.0
1400775.0,0.0,8.0,15.5,814902.0,0.0,32.0,0.0,99999999.0,154831.0,3432.0,748.0
1955442.0,0.0,15.0,13.3,1242010.0,0.0,32.0,0.0,208098.0,65436.0,20532.0,751.0
792540.0669749418,0.0,9.143744374601322,11.943744374601323,49480.263368496235,0.0,29.12511250797354,0.0,62480.50890808253,20735.58929415681,6941.27542680202,731.794149403306
1726245.0,0.0,13.0,22.5,627528.0,1.0,32.0,1.0,99999999.0,42275.0,16399.0,749.0
1175147.2980565212,0.6464265076266722,9.060720477119983,13.664642650762667,279425.0293925891,1.6464265076266722,11.696397614400084,1.0,143306.24202928692,25417.08730769586,15313.375804376483,732.2928530152534
1020795.8238199343,0.0,12.948947331508075,34.75998818679233,456069.46372863266,0.8832163701675638,61.146140215529606,0.8832163701675638,43028.78491525835,336734.21112435876,11006.996942592936,737.182514591173
1168386.0,0.0,3.0,14.9,305558.0,0.0,32.0,0.0,436480.0,234080.0,8913.0,731.0
655356.5652612759,0.0,10.575628439666602,13.78236055340027,400444.7606585767,0.0,28.605027517332818,0.0,125126.77655828604,147780.29146926253,7490.1534136760765,731.3067752496685
2324004.0,0.0,18.0,24.4,3908388.0,0.0,32.0,0.0,728794.0,732469.0,30212.0,748.0
1514984.0,0.0,10.0,12.6,729916.0,0.0,32.0,0.0,438548.0,240806.0,17170.0,748.0
769462.0,0.0,8.0,17.0,313786.0,0.0,80.0,0.0,109186.0,45524.0,4585.0,747.0
753179.0,0.0,13.0,21.5,462220.0,0.0,80.0,0.0,135146.0,162868.0,13055.0,739.0
1104869.0,0.0,10.0,34.4,1135772.0,0.0,13.0,0.0,538670.0,766080.0,33975.0,736.0
1304141.0,0.0,6.0,12.9,132418.0,1.0,32.0,1.0,176616.0,97546.0,14237.0,673.0
1424582.0,0.0,11.0,5.1,336534.0,0.0,32.0,0.0,175956.0,70338.0,7526.0,720.0
1168386.0,0.0,14.0,19.3,280236.0,1.0,77.0,0.0,408980.0,98496.0,22321.0,731.0
1168386.0,0.0,7.0,32.1,306724.0,1.0,32.0,1.0,353694.0,234175.0,27748.0,731.0
1168386.0,0.0,5.0,9.6,219252.0,0.0,32.0,0.0,265826.0,172311.0,7477.0,731.0
1126662.0,0.0,12.0,11.7,256542.0,0.0,67.0,0.0,99999999.0,136477.0,22627.0,731.0
498598.0,0.0,8.0,10.4,262570.0,0.0,32.0,0.0,94578.0,96824.0,8808.0,705.0
1168386.0,0.0,11.0,13.8,361460.0,1.0,32.0,1.0,173646.0,159201.0,14818.0,731.0
1168386.0,0.0,8.0,16.4,1034836.0,0.0,15.0,0.0,523864.0,859750.0,46721.0,731.0
1168386.0,0.0,9.558989282926627,29.637076866732407,969153.0174810985,0.0,46.65449925951029,0.0,361250.4485758791,688866.9869184865,30248.36155787836,731.0
1157556.0,0.0,10.0,19.7,419628.0,0.0,34.0,0.0,178706.0,169974.0,24502.0,737.0
639730.0,0.0,7.0,17.6,276584.0,0.0,4.0,0.0,324610.0,125400.0,9543.0,699.0
1168386.0,0.0,5.0,51.5,485672.0,0.0,14.0,0.0,614614.0,416518.0,16541.0,731.0
1206158.0,0.0,13.0,14.8,45056.0,0.0,14.0,0.0,135146.0,24548.0,8131.0,736.0
1697365.0,0.0,15.0,20.6,1228304.0,1.0,6.0,1.0,266200.0,376580.0,32250.0,747.0
484424.0,0.0,16.0,15.3,1184942.0,0.0,32.0,0.0,99999999.0,265050.0,9204.0,739.0
1070004.0,0.0,12.0,19.1,1769130.0,0.0,32.0,0.0,434720.0,557688.0,18458.0,729.0
1786076.0,0.0,8.0,28.3,162272.0,1.0,53.0,1.0,222376.0,60952.0,8677.0,739.0
441769.0,0.0,5.0,12.6,49126.0,0.0,14.0,0.0,99999999.0,1824.0,9535.0,733.0
3026818.460051401,0.0,19.747248636638925,27.554392829731274,1489883.294538078,0.8434060795798658,31.060436477479193,0.8434060795798658,634632.8204227459,936408.9507699525,43845.09935174741,704.6758067057154
2257884.0,0.0,16.0,46.0,1235388.0,0.0,32.0,0.0,99999999.0,691372.0,39325.0,738.0
1377196.0,0.0,7.0,17.4,382008.0,0.0,81.0,0.0,237512.0,278787.0,32823.0,733.0
1853146.0,0.0,14.0,19.9,936782.0,0.0,32.0,0.0,442420.0,281542.0,30886.0,684.0
1218337.0,0.0,10.0,18.7,256036.0,0.0,10.0,0.0,130218.0,140866.0,21219.0,731.0
481707.0,0.0,5.0,14.7,712844.0,0.0,32.0,0.0,99999999.0,162526.0,3219.0,748.0
1046669.9522173982,0.0,19.370069850174723,19.85632188205446,950841.3737560327,0.0,34.59048895122306,0.0,351074.22964870045,624794.4496087129,18579.018907847407,713.8149650749126
1137568.0,0.0,16.0,32.0,1220494.0,0.0,32.0,0.0,550660.0,666178.0,35454.0,722.0
504412.0,0.0,7.0,8.6,315678.0,0.0,32.0,0.0,99999999.0,38171.0,1736.0,709.0
1168386.0,0.0,19.0,17.0,776116.0,0.0,17.0,0.0,487234.0,594529.0,23012.0,731.0
3443598.0,0.0,13.0,21.8,542982.0,0.0,5.0,0.0,664554.0,336224.0,42471.0,710.0
1043860.0,0.0,11.0,13.1,245960.0,1.0,44.0,1.0,158224.0,136154.0,12874.0,744.0
685425.0,0.0,13.0,20.6,1170180.0,0.0,32.0,0.0,343200.0,373920.0,15479.0,724.0
1864166.0,0.0,9.0,17.0,256960.0,0.0,32.0,0.0,774862.0,159790.0,25663.0,706.0
909259.1289254449,0.0,9.600608591758466,20.240852028461855,158266.7280432248,1.0402434367033866,51.160973746813546,1.0402434367033866,135059.20501168177,92033.71338026914,13415.568730224986,700.8762267310975
1168386.0,0.0,18.252336902189633,29.504406729843307,1885625.9434870544,0.0,32.0,0.0,482781.98509045714,326949.08036639163,23411.352416372054,731.0
1168386.0,0.0,5.0,15.6,116952.0,1.0,1.0,1.0,181984.0,78679.0,13160.0,731.0
798566.3166171281,0.0,12.830804265266629,10.623634195136892,452845.8555849356,0.0,32.0,0.0,413981.8285486444,249273.41892006167,20752.987124455347,710.5466618463661
1985196.0,0.0,11.0,17.5,675092.0,0.0,11.0,0.0,433708.0,270522.0,10406.0,721.0
396812.8528515214,0.7855798318011324,8.214420168198867,17.60608067122895,287608.19112358004,0.7855798318011324,60.28087394484077,0.0,78681.09062305641,102922.09822291948,6628.268671902551,722.8614453823637
950479.9811175502,0.0,22.61330975924461,15.573229137178473,503180.7336071484,0.0,32.97025459686497,0.0,337616.88045386074,270750.1435066191,18152.06627994623,682.8810183874599
2814964.0,0.0,9.0,38.7,501248.0,0.0,15.0,0.0,766150.0,335920.0,36360.0,725.0
1747278.0,0.0,8.0,19.8,206844.0,0.0,42.0,0.0,377652.0,159334.0,20385.0,744.0
2271241.0,0.0,16.0,37.5,757350.0,0.0,32.0,0.0,539462.0,590634.0,43911.0,734.0
1168386.0,0.0,10.0,18.5,394196.0,0.0,29.0,0.0,351296.0,176681.0,12447.0,731.0
1168386.0,0.0,19.0,11.0,557832.0,0.0,25.0,0.0,303204.0,204269.0,18719.0,731.0
996303.0,0.0,8.0,16.3,723404.0,0.0,32.0,0.0,199672.0,542906.0,20673.0,713.0
811965.0,0.0,9.0,12.0,492272.0,0.0,32.0,0.0,53724.0,380076.0,13871.0,683.0
1166201.8466033689,0.0,11.24252202938388,13.545351869146927,785395.7567752847,0.0,36.393694926540306,0.0,432211.3228171658,453029.47013896296,12072.127710326986,728.6960407208531
595834.4186338569,0.0,19.235170832765185,11.36131663213856,799939.5734191887,0.0,37.617585416382596,0.0,104793.39481139442,286980.3583583901,9238.48410293042,686.2065604197915
2240100.0,0.0,10.0,22.0,871046.0,0.0,62.0,0.0,605220.0,681549.0,64590.0,705.0
936409.8758628895,0.0,14.202980851318893,17.883605317746095,814559.3204442966,0.0,32.0,0.0,425971.24435678846,515733.8954704711,19963.99362360907,718.1135553117522
1168386.0,0.0,29.0,17.6,2120690.0,0.0,32.0,0.0,267036.0,269230.0,21076.0,731.0
885670.3720906893,0.0,16.0,17.014886749639324,1205120.787878976,0.0,32.0,0.0,407782.84671656555,300081.7042112169,17162.288402173595,739.983154747104
1221415.0,0.0,10.0,16.9,868208.0,0.0,32.0,0.0,559174.0,465633.0,23716.0,689.0
1033410.0,0.0,12.0,10.0,332904.0,0.0,32.0,0.0,99999999.0,126787.0,8870.0,743.0
468591.99478172424,0.0,7.050292702823144,17.514968120579802,453373.491730526,0.0,32.0,0.0,180766.04713894674,165764.06417928854,7219.269677967975,734.8491218915306
928682.0,0.0,18.0,15.6,399432.0,1.0,28.0,1.0,232804.0,160056.0,12073.0,729.0
1168386.0,0.0,12.0,10.4,242066.0,0.0,32.0,0.0,65494.0,63764.0,1282.0,731.0
946751.0,0.0,9.0,15.6,323224.0,1.0,24.0,0.0,265694.0,158840.0,17752.0,740.0
7637240.0,0.0,14.0,29.1,888778.0,0.0,3.0,0.0,773784.0,136629.0,79555.0,709.0
717214.6046338003,0.0,14.86117299878589,22.133184802913863,547887.5864541316,0.0,23.08784950222587,0.0,337606.30515781493,435450.45391336293,19845.657779311994,701.2180154917036
1920140.0,0.0,11.0,14.3,524810.0,0.0,17.0,0.0,379632.0,333146.0,19201.0,742.0
1216103.537131809,0.3572224133017444,15.071667239905233,31.426773459380577,1876639.1964522754,0.3572224133017444,34.57111034679302,0.0,560920.6795762649,685342.7783901504,23084.412403867773,699.5699965605686
1168386.0,0.0,18.0,14.8,617650.0,0.0,30.0,0.0,268532.0,406467.0,51487.0,731.0
1368000.0,0.0,20.0,26.7,897842.0,0.0,69.0,0.0,683650.0,517199.0,29868.0,688.0
1165241.6363050486,0.0,11.27268409797137,14.492788580880656,422686.4619298699,0.0,34.218242262840086,0.0,370674.4194922413,146027.6093515598,23240.019972966962,722.0544418351312
2149109.0,0.0,4.0,17.1,806300.0,0.0,32.0,0.0,430672.0,123956.0,10369.0,750.0
1120848.0,0.0,12.0,22.8,1538306.0,0.0,32.0,0.0,475860.0,519460.0,4558.0,725.0
1168386.0,0.0,15.0,11.636459999196365,447428.29620283685,0.0,29.210507274699832,0.0,480435.4721613694,205940.5028963643,15674.834996292331,731.0
575472.0,0.0,7.0,10.9,355410.0,0.0,32.0,0.0,238766.0,271035.0,13907.0,725.0
962825.0,0.0,14.0,20.0,369842.0,0.0,32.0,0.0,178376.0,191634.0,6876.0,729.0
1141742.5473986864,0.0,18.352899909930457,16.318374357549025,856082.1010732532,0.0,20.05140610926634,0.0,473085.2969305042,440849.32485018147,18710.741844700005,733.8676625337761
1592580.0,0.0,13.0,27.9,773322.0,0.0,74.0,0.0,108658.0,136914.0,18766.0,748.0
1168386.0,0.0,13.0,20.4,890714.0,0.0,67.0,0.0,718498.0,436164.0,30122.0,731.0
1168386.0,0.0,13.0,22.1,423346.0,0.0,7.0,0.0,327206.0,57399.0,24901.0,731.0
665931.0,0.0,6.0,22.2,279642.0,0.0,32.0,0.0,220308.0,181127.0,9379.0,716.0
1954271.311800514,0.0,17.38766614273786,23.338570498441854,790159.114461363,0.0,32.0,0.0,716439.4153224619,349561.7767276279,38260.531434473436,707.1311832058985
859788.0,0.0,9.0,14.6,373780.0,1.0,31.0,1.0,99999999.0,222091.0,7810.0,743.0
707788.0,0.0,10.0,16.9,558690.0,1.0,32.0,1.0,299024.0,155838.0,7727.0,740.0
2164620.4842395834,0.0,12.668384942674965,17.71002286963919,408031.4683358441,0.1105383524416782,32.0,0.1105383524416782,170358.14805098498,146091.06343822228,25155.12350134071,741.2365411889581
949362.5983227099,0.0,11.856623587721717,26.91615508420182,6033198.805965605,0.0,32.57168820613914,0.0,288361.02819918055,1673179.9830032191,19161.595110183163,747.5716882061391
1331463.0,0.0,21.0,28.5,425260.0,0.0,15.0,0.0,330374.0,223307.0,37725.0,730.0
957030.0,0.0,8.0,18.0,270578.0,1.0,32.0,1.0,212762.0,138339.0,14435.0,734.0
702589.1953304007,0.0,6.199265063957651,14.508112040883287,250897.88115300384,0.0,32.0,0.0,272126.55565277935,84390.28828972156,12101.634264549815,723.4833252169599
1168386.0,0.0,7.0,5.556820171727242,64058.3565718616,0.0,31.77469704034158,0.0,206291.3723888902,22836.69219628723,10185.977608423229,731.0
1138518.0,0.0,7.0,16.0,241824.0,0.0,27.0,0.0,199386.0,110675.0,10816.0,692.0
462588.36244759284,0.0,7.739105055050843,37.80896990148796,386163.97975253477,0.8032049971025872,62.521789889898315,0.8032049971025872,76019.29986876869,84222.36244759281,11635.939606980895,732.3410198725138
1049338.6056504757,0.0,12.176533943717779,10.606028070550888,530461.9396518669,0.0,32.0,0.0,135172.0973721678,295004.84230195265,29910.972989635404,727.0592036623067
1020243.0,0.0,10.0,15.5,382382.0,0.0,32.0,0.0,206184.0,290624.0,7490.0,728.0
1546153.722103314,0.0,8.767457539871026,39.32832568198177,655209.4709346406,0.0,32.0,0.0,444666.33286054566,522670.6913356517,31264.118348425847,747.0046103963354
881929.4331154344,0.0,11.06828482668398,19.80752743623308,168728.27260431572,0.18634303466320412,14.09954676259049,0.18634303466320412,261175.47656115,121786.42162524434,12854.207260627598,718.3101621975134
792578.1054276989,0.0,11.809708613693335,11.820242715342333,323731.22173068527,0.0,21.779369195901662,0.0,270850.47989711905,137564.61159150433,17184.773109468548,692.5769420424783
1156752.8762696395,0.0,8.50221978047238,17.813817578300196,257262.23842694075,0.0,39.03107692661333,0.0,332612.1276928912,157127.98599868975,16484.257033963542,728.0133186828343
1168386.0,0.0,8.0,16.7,586674.0,0.0,32.0,0.0,253176.0,326306.0,12591.0,731.0
965086.0,0.0,9.0,19.2,296736.0,0.0,22.0,0.0,343838.0,186561.0,15361.0,739.0
1389527.0,0.0,13.0,14.1,850718.0,0.0,32.0,0.0,372130.0,285076.0,23390.0,729.0
1303533.0,0.0,6.0,35.6,719136.0,0.0,38.0,0.0,218746.0,342836.0,9820.0,745.0
1496592.0,0.0,8.0,22.0,110308.0,0.0,32.0,0.0,99999999.0,11438.0,17373.0,744.0
931190.0,0.0,10.0,27.0,310948.0,1.0,48.0,1.0,257686.0,145027.0,24987.0,642.0
1390572.0,0.0,7.0,9.2,118360.0,0.0,32.0,0.0,223630.0,38342.0,7671.0,741.0
1778685.0,0.0,12.0,19.1,588588.0,0.0,32.0,0.0,586586.0,293816.0,32565.0,691.0
488718.0,0.0,7.0,15.9,326546.0,0.0,38.0,0.0,99999999.0,272441.0,9774.0,678.0
2297888.054543839,0.0,8.621364964853427,28.266646954003235,956786.2773061421,0.0,46.45637957824112,0.0,443452.0807014426,304795.95909212076,13187.675237572648,743.9643917252442
968240.0,0.0,6.0,16.0,338646.0,0.0,48.0,0.0,99999999.0,287489.0,7520.0,643.0
1131545.0,0.0,14.0,14.6,602954.0,0.0,44.0,0.0,99999999.0,216106.0,12258.0,734.0
1168386.0,0.0,18.0,18.0,1447468.0,0.0,32.0,0.0,215490.0,612541.0,24039.0,731.0
2292217.0,0.0,8.0,18.0,337326.0,0.0,45.0,0.0,196812.0,225207.0,31327.0,734.0
733685.0,0.0,9.0,22.5,463518.0,0.0,18.0,0.0,220770.0,280630.0,18097.0,740.0
1168386.0,0.0,7.0,7.696270819701542,308532.2461321202,0.0,33.242230874378215,0.0,90167.95255277261,140826.2538478015,6647.783293707697,731.0
1499347.0,0.0,14.0,15.6,1032856.0,0.0,32.0,0.0,439516.0,535211.0,32361.0,699.0
451117.0,0.0,9.0,14.8,226226.0,0.0,26.0,0.0,76186.0,99636.0,3741.0,705.0
573249.0,0.0,4.0,8.9,146102.0,0.0,32.0,0.0,154880.0,124032.0,4720.0,730.0
1787520.0,0.0,9.0,20.4,334796.0,0.0,6.0,0.0,258720.0,147478.0,8774.0,741.0
832314.0,0.0,13.0,19.3,614064.0,1.0,32.0,1.0,219296.0,250325.0,17063.0,740.0
2081104.2110393438,0.0,19.26257405965361,27.993684609394577,464655.33040723065,0.0,55.58187319164156,0.0,769903.4057732023,284093.68826296116,35370.668977631714,627.3321567994277
1106940.0,0.0,28.0,20.9,775368.0,0.0,32.0,0.0,437448.0,147326.0,15313.0,685.0
541310.0,0.0,10.0,15.4,201388.0,1.0,23.0,1.0,99999999.0,61750.0,10601.0,739.0
1749064.0,0.0,12.0,10.2,507540.0,0.0,32.0,0.0,667656.0,283594.0,30608.0,704.0
1631682.0,0.0,13.0,18.0,428252.0,0.0,54.0,0.0,532048.0,169024.0,23795.0,740.0
2100640.0,0.0,10.0,15.7,746614.0,0.0,11.0,0.0,247742.0,183122.0,21532.0,749.0
782273.0522071203,0.0,9.095507503179244,15.738485879609902,94335.16564696791,1.0,33.910150063584865,1.0,103386.28757626087,27720.06443484434,5449.258952861153,712.2836937261557
941450.0,0.0,6.0,19.7,632852.0,0.0,32.0,0.0,479644.0,100567.0,10670.0,712.0
1006470.5056686983,0.0,7.612821063092683,19.359037347237315,691897.4244414853,0.0,33.68525792350488,0.0,394410.1555278386,328323.83853801305,11415.121306505243,721.5570472925781
1458287.1848209254,0.0,15.0,19.97777392637509,1139055.0017902062,0.0,45.70843443265386,0.0,669189.1426346101,694062.1651082409,22304.77997400551,708.1109570550036
1168386.0,0.0,21.0,17.7,770044.0,0.0,10.0,0.0,133804.0,192204.0,20973.0,731.0
812269.0,0.0,9.0,16.5,924594.0,0.0,32.0,0.0,99999999.0,154907.0,10559.0,748.0
642181.0,0.0,11.0,13.6,216634.0,0.0,8.0,0.0,183700.0,132278.0,9686.0,732.0
934135.0,0.0,16.0,16.0,499620.0,0.0,50.0,0.0,324500.0,220058.0,14557.0,736.0
1168386.0,0.0,11.0,18.9,844096.0,0.0,6.0,0.0,611820.0,114456.0,28841.0,731.0
699162.0,0.0,6.0,26.6,200420.0,1.0,70.0,1.0,174108.0,84303.0,2220.0,711.0
1168386.0,0.0,6.419538017380182,11.13835659301595,100372.81323402336,0.10488450434504537,32.0,0.10488450434504537,71102.9836382364,41695.769730592314,9738.882507391598,731.0
646136.5588752651,0.0,5.365866487316126,9.300745980010309,473754.1459341872,0.0,32.05226664104516,0.0,107700.73594081432,129016.18282053364,5726.72632905405,748.0
2326075.0,0.0,9.0,17.4,654962.0,0.0,81.0,0.0,344740.0,454784.0,22292.0,713.0
3073440.0,0.0,20.0,44.1,513524.0,1.0,79.0,1.0,333630.0,308674.0,38930.0,734.0
2301432.0,0.0,10.0,14.6,865062.0,1.0,32.0,1.0,777238.0,184528.0,38741.0,632.0
1385727.0,0.0,8.0,13.4,1514590.0,0.0,32.0,0.0,336908.0,623941.0,9827.0,749.0
1222178.6101669625,4.257428584642854,9.14851428307143,15.004954303421425,517797.4497337636,4.257428584642854,65.20794296021427,0.0,343326.1279281004,162306.846422496,17627.988621702643,711.4158285106429
1168386.0,0.0,7.0,22.1,161172.0,0.0,9.0,0.0,91520.0,124716.0,9331.0,731.0
2211819.665274469,0.0,12.416392989487676,24.706754243363942,743782.7071599478,0.0,25.167214021024648,0.0,703411.4344745142,360708.79732363624,30088.56283875643,716.0642583074915
1168386.0,0.0,14.0,13.2,583264.0,0.0,18.0,0.0,231440.0,356136.0,15037.0,731.0
1354966.0,0.0,2.0,8.9,118272.0,0.0,32.0,0.0,107470.0,80066.0,1118.0,746.0
558087.0,0.0,9.0,14.5,159434.0,0.0,32.0,0.0,77550.0,100662.0,10278.0,708.0
1240320.0,0.0,11.0,17.9,190630.0,1.0,32.0,1.0,269280.0,82802.0,21085.0,742.0
4757885.0,0.0,3.0,33.5,764654.0,0.0,68.0,0.0,161898.0,244340.0,13044.0,744.0
1123470.0,0.0,15.0,20.1,414216.0,1.0,32.0,1.0,65054.0,279034.0,31832.0,723.0
1454887.0,0.0,11.0,11.4,297968.0,0.0,32.0,0.0,548042.0,227981.0,19883.0,667.0
1168386.0,0.0,11.210843612275145,19.874623210423266,523061.26656790526,0.0,66.8546682269841,0.0,228243.4559753077,118186.83685127166,23673.9746859641,731.0
732184.0,0.0,10.0,13.9,860178.0,0.0,32.0,0.0,328240.0,170867.0,2892.0,748.0
1168386.0,0.0,16.0,25.5,901384.0,0.0,32.0,0.0,306394.0,276355.0,35865.0,731.0
1185984.4422187097,0.0,9.477194127246122,15.92771288742172,199879.2952692537,0.4771941272461214,23.656182708106492,0.4771941272461214,345687.5145186819,63351.44398036361,22086.20287112391,737.6807177814457
472549.78131950897,0.0,8.157796783654634,22.73576462020098,174088.75500167406,1.7366951754819517,32.0,1.1577967836546346,149651.86039997372,56140.88461114516,6507.664509477677,737.8422032163454
1168386.0,0.0,18.0,16.0,625922.0,0.0,76.0,0.0,562848.0,480035.0,37093.0,731.0
387301.89218856517,0.0,14.331290899914684,12.86380725988056,588128.0770116488,0.0,66.00919095038392,0.0,134288.04312966502,183875.05167278514,6683.821891606484,720.3588637510665
1657180.0,0.0,14.0,31.5,1186724.0,0.0,44.0,0.0,215600.0,48165.0,17539.0,745.0
598690.6482547557,0.0,15.189650252315515,11.863791248949696,282748.5331231387,0.0,32.0,0.0,129355.8161042114,153420.73170753254,9619.04860971572,702.086196677886
857970.2104763559,2.0543454712979154,10.739127295063888,10.153267227495627,336550.0188207619,2.0543454712979154,30.739127295063888,0.0,183671.0858531926,162591.0597614861,16896.378924436907,729.2065272336382
581229.0,0.0,17.0,10.4,581042.0,0.0,32.0,0.0,224334.0,386403.0,13126.0,717.0
901702.0,0.0,8.0,26.5,417010.0,0.0,32.0,0.0,110748.0,210691.0,8341.0,738.0
346104.0,0.0,8.0,11.0,281226.0,0.0,32.0,0.0,155848.0,126293.0,4883.0,742.0
1896010.0,0.0,14.0,28.6,843458.0,1.0,31.0,0.0,526900.0,487331.0,21172.0,713.0
490246.76434513077,0.0,6.191198688570667,13.972382590072932,274527.9854698593,0.0,32.0,0.0,95801.65408718195,128098.17467461317,6996.033286275666,686.0075862299921
751412.0,0.0,11.0,35.0,1182434.0,0.0,32.0,0.0,99999999.0,308389.0,13651.0,742.0
2231664.0,0.0,14.0,24.0,279884.0,0.0,24.0,0.0,99999999.0,124241.0,31801.0,728.0
1138183.3881256967,0.0,5.345030427985528,22.48245435802171,405388.0380593176,0.0,18.900608559710562,0.0,546908.7857650508,205311.39869134396,11581.866513266074,720.5204868477684
852017.0,3.0,12.0,7.6,337722.0,3.0,32.0,0.0,175384.0,160417.0,21868.0,727.0
764332.0,0.0,9.0,16.0,654742.0,0.0,32.0,0.0,354002.0,533216.0,13694.0,678.0
809631.4377614964,0.0,6.611082479067686,12.486224207682643,229395.83721606748,0.0,33.38891752093232,0.0,364412.6554007593,179954.4919344679,12912.986600203676,682.8891752093232
1845052.0,0.0,8.0,22.4,821040.0,0.0,69.0,0.0,476256.0,208468.0,13161.0,746.0
1168386.0,0.0,9.0,11.7,542344.0,0.0,46.0,0.0,342320.0,305862.0,6920.0,731.0
862304.4404750948,0.0,9.924345317576067,15.868186307970852,463911.35411767464,0.0,32.0,0.0,370700.5758739029,177022.42822408036,19899.797225321585,684.5897192687958
1325478.0,0.0,12.0,23.9,288926.0,0.0,13.0,0.0,122782.0,147478.0,14580.0,723.0
1063645.9256363574,0.0,16.0,21.735981025781392,1882746.46216923,0.0,32.0,0.0,153966.57080786285,469530.9529838161,16596.837046002773,739.7852392691565
1124342.1696918446,0.0,5.134615164390378,22.618590367560596,417711.1801396328,0.0,12.089743442926919,0.0,558212.3377575475,187249.50491089115,14869.800976452381,715.7179475434153
1168386.0,0.0,6.0,15.4,559746.0,0.0,32.0,0.0,76120.0,1444.0,13241.0,731.0
1168386.0,0.0,9.0,18.5,4767444.0,0.0,32.0,0.0,177650.0,2305707.0,26214.0,731.0
1168386.0,0.0,9.0,28.8,619190.0,0.0,32.0,0.0,762454.0,357219.0,9705.0,731.0
1168386.0,0.0,9.0,42.6,1209736.0,0.0,32.0,0.0,571164.0,707313.0,29783.0,731.0
